env,device,model,batch_size,iter_idx,iter_time_ms,imgs_per_sec,timestamp
envA,cuda,resnet50,32,58,104.47,306.30,1763159542.4043806
envA,cuda,resnet50,32,59,104.82,305.30,1763159542.5093918
envA,cuda,resnet50,32,60,105.91,302.13,1763159542.615456
envA,cuda,resnet50,32,61,42.52,752.61,1763159542.7213306
envA,cuda,resnet50,32,62,103.24,309.97,1763159542.8247633
envA,cuda,resnet50,32,63,95.46,335.22,1763159542.9204595
envA,cuda,resnet50,32,64,97.05,329.72,1763159543.017799
envA,cuda,resnet50,32,65,96.60,331.28,1763159543.1145349
envA,cuda,resnet50,32,66,97.01,329.86,1763159543.2117438
envA,cuda,resnet50,32,67,104.48,306.27,1763159543.3164947
envA,cuda,resnet50,32,68,104.40,306.51,1763159543.4210372
envA,cuda,resnet50,32,69,105.86,302.30,1763159543.5271645
envA,cuda,resnet50,32,70,105.57,303.12,1763159543.6329513
envA,cuda,resnet50,32,71,41.89,763.89,1763159543.7361417
envA,cuda,resnet50,32,72,102.13,313.32,1763159543.8385572
envA,cuda,resnet50,32,73,96.18,332.72,1763159543.9350047
envA,cuda,resnet50,32,74,96.74,330.78,1763159544.0319688
envA,cuda,resnet50,32,75,96.83,330.47,1763159544.1290162
envA,cuda,resnet50,32,76,96.59,331.30,1763159544.2258654
envA,cuda,resnet50,32,77,105.25,304.04,1763159544.3314643
envA,cuda,resnet50,32,78,103.71,308.55,1763159544.4355826
envA,cuda,resnet50,32,79,104.08,307.44,1763159544.5398695
envA,cuda,resnet50,32,80,104.54,306.11,1763159544.6447656
envA,cuda,resnet50,32,81,43.67,732.74,1763159544.7518268
envA,cuda,resnet50,32,82,101.32,315.84,1763159544.8535092
envA,cuda,resnet50,32,83,96.30,332.31,1763159544.9499402
envA,cuda,resnet50,32,84,97.64,327.73,1763159545.0477793
envA,cuda,resnet50,32,85,95.57,334.84,1763159545.1436243
envA,cuda,resnet50,32,86,97.64,327.74,1763159545.2415283
envA,cuda,resnet50,32,87,103.77,308.37,1763159545.3456097
envA,cuda,resnet50,32,88,105.72,302.69,1763159545.4516575
envA,cuda,resnet50,32,89,106.26,301.15,1763159545.5581312
envA,cuda,resnet50,32,90,104.68,305.70,1763159545.6630623
envA,cuda,resnet50,32,91,45.38,705.15,1763159545.77175
envA,cuda,resnet50,32,92,99.62,321.23,1763159545.87159
envA,cuda,resnet50,32,93,96.55,331.44,1763159545.96833
envA,cuda,resnet50,32,94,96.75,330.76,1763159546.065223
envA,cuda,resnet50,32,95,96.38,332.03,1763159546.1618261
envA,cuda,resnet50,32,96,97.15,329.37,1763159546.2592535
envA,cuda,resnet50,32,97,106.00,301.87,1763159546.3656676
envA,cuda,resnet50,32,98,104.96,304.87,1763159546.4711664
envA,cuda,resnet50,32,99,105.31,303.86,1763159546.5767434
