env,device,model,batch_size,iter_idx,iter_time_ms,imgs_per_sec,timestamp
envA,cuda,resnet50,64,35,200.64,318.98,1763159647.0191686
envA,cuda,resnet50,64,36,199.95,320.09,1763159647.219359
envA,cuda,resnet50,64,37,200.44,319.30,1763159647.4201152
envA,cuda,resnet50,64,38,200.20,319.69,1763159647.62064
envA,cuda,resnet50,64,39,200.30,319.52,1763159647.8213673
envA,cuda,resnet50,64,40,200.18,319.71,1763159648.0217667
envA,cuda,resnet50,64,41,80.54,794.67,1763159648.226283
envA,cuda,resnet50,64,42,200.01,319.99,1763159648.4264927
envA,cuda,resnet50,64,43,200.45,319.27,1763159648.6271834
envA,cuda,resnet50,64,44,200.44,319.30,1763159648.827823
envA,cuda,resnet50,64,45,201.50,317.62,1763159649.0295231
envA,cuda,resnet50,64,46,200.06,319.91,1763159649.229772
envA,cuda,resnet50,64,47,201.15,318.17,1763159649.431134
envA,cuda,resnet50,64,48,200.99,318.43,1763159649.6323233
envA,cuda,resnet50,64,49,200.46,319.27,1763159649.8329864
envA,cuda,resnet50,64,50,201.34,317.88,1763159650.0345237
envA,cuda,resnet50,64,51,80.36,796.42,1763159650.239217
envA,cuda,resnet50,64,52,202.49,316.06,1763159650.4419055
envA,cuda,resnet50,64,53,200.84,318.66,1763159650.6429636
envA,cuda,resnet50,64,54,200.15,319.76,1763159650.843366
envA,cuda,resnet50,64,55,201.23,318.05,1763159651.0447986
envA,cuda,resnet50,64,56,200.52,319.17,1763159651.2456818
envA,cuda,resnet50,64,57,200.69,318.90,1763159651.4465861
envA,cuda,resnet50,64,58,201.04,318.34,1763159651.647846
envA,cuda,resnet50,64,59,200.25,319.60,1763159651.848318
envA,cuda,resnet50,64,60,201.39,317.78,1763159652.049947
envA,cuda,resnet50,64,61,82.23,778.28,1763159652.255528
envA,cuda,resnet50,64,62,198.31,322.73,1763159652.4540133
envA,cuda,resnet50,64,63,201.28,317.96,1763159652.655507
envA,cuda,resnet50,64,64,199.48,320.84,1763159652.8552175
envA,cuda,resnet50,64,65,200.59,319.05,1763159653.0560715
envA,cuda,resnet50,64,66,200.19,319.70,1763159653.2564704
envA,cuda,resnet50,64,67,200.08,319.87,1763159653.4567862
envA,cuda,resnet50,64,68,200.21,319.66,1763159653.6572492
envA,cuda,resnet50,64,69,199.98,320.03,1763159653.8574314
envA,cuda,resnet50,64,70,201.69,317.32,1763159654.0593252
envA,cuda,resnet50,64,71,80.41,795.94,1763159654.262637
envA,cuda,resnet50,64,72,201.29,317.94,1763159654.4641345
envA,cuda,resnet50,64,73,200.28,319.55,1763159654.6645641
envA,cuda,resnet50,64,74,199.97,320.06,1763159654.8647463
envA,cuda,resnet50,64,75,200.56,319.10,1763159655.0655146
envA,cuda,resnet50,64,76,200.30,319.52,1763159655.266014
envA,cuda,resnet50,64,77,200.21,319.67,1763159655.4664245
envA,cuda,resnet50,64,78,200.26,319.58,1763159655.6669009
envA,cuda,resnet50,64,79,200.05,319.92,1763159655.8671677
envA,cuda,resnet50,64,80,200.55,319.12,1763159656.0679343
envA,cuda,resnet50,64,81,80.49,795.17,1763159656.272057
envA,cuda,resnet50,64,82,200.41,319.35,1763159656.4726758
envA,cuda,resnet50,64,83,200.49,319.21,1763159656.6734223
envA,cuda,resnet50,64,84,200.74,318.83,1763159656.8744276
envA,cuda,resnet50,64,85,199.87,320.21,1763159657.0745194
envA,cuda,resnet50,64,86,203.15,315.03,1763159657.2778475
envA,cuda,resnet50,64,87,197.98,323.26,1763159657.4760494
envA,cuda,resnet50,64,88,200.12,319.81,1763159657.6763706
envA,cuda,resnet50,64,89,200.49,319.21,1763159657.8771589
envA,cuda,resnet50,64,90,200.98,318.44,1763159658.078353
envA,cuda,resnet50,64,91,80.14,798.60,1763159658.2826207
envA,cuda,resnet50,64,92,202.04,316.77,1763159658.4852793
envA,cuda,resnet50,64,93,200.02,319.97,1763159658.6855402
envA,cuda,resnet50,64,94,201.14,318.19,1763159658.8868926
envA,cuda,resnet50,64,95,201.05,318.34,1763159659.0881383
envA,cuda,resnet50,64,96,201.22,318.06,1763159659.289558
envA,cuda,resnet50,64,97,201.02,318.38,1763159659.4907532
envA,cuda,resnet50,64,98,201.01,318.39,1763159659.6919785
envA,cuda,resnet50,64,99,200.55,319.13,1763159659.8928773
